0.000000000000000000e+00,6.666666666666667407e-01,5.714285714285713969e-01,5.714285714285713969e-01,4.615384615384615641e-01,5.714285714285713969e-01,7.500000000000000000e-01,7.500000000000000000e-01,5.714285714285713969e-01,6.666666666666667407e-01
6.666666666666667407e-01,0.000000000000000000e+00,5.714285714285713969e-01,6.666666666666667407e-01,5.714285714285713969e-01,5.714285714285713969e-01,6.666666666666667407e-01,5.714285714285713969e-01,5.714285714285713969e-01,4.615384615384615641e-01
5.714285714285713969e-01,5.714285714285713969e-01,0.000000000000000000e+00,6.666666666666667407e-01,4.615384615384615641e-01,6.666666666666667407e-01,6.666666666666667407e-01,7.500000000000000000e-01,5.714285714285713969e-01,4.615384615384615641e-01
5.714285714285713969e-01,6.666666666666667407e-01,6.666666666666667407e-01,0.000000000000000000e+00,6.666666666666667407e-01,4.615384615384615641e-01,8.235294117647058432e-01,5.714285714285713969e-01,4.615384615384615641e-01,4.615384615384615641e-01
4.615384615384615641e-01,5.714285714285713969e-01,4.615384615384615641e-01,6.666666666666667407e-01,0.000000000000000000e+00,5.714285714285713969e-01,6.666666666666667407e-01,7.500000000000000000e-01,4.615384615384615641e-01,5.714285714285713969e-01
5.714285714285713969e-01,5.714285714285713969e-01,6.666666666666667407e-01,4.615384615384615641e-01,5.714285714285713969e-01,0.000000000000000000e+00,7.500000000000000000e-01,3.333333333333333703e-01,5.714285714285713969e-01,4.615384615384615641e-01
7.500000000000000000e-01,6.666666666666667407e-01,6.666666666666667407e-01,8.235294117647058432e-01,6.666666666666667407e-01,7.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,6.666666666666667407e-01
7.500000000000000000e-01,5.714285714285713969e-01,7.500000000000000000e-01,5.714285714285713969e-01,7.500000000000000000e-01,3.333333333333333703e-01,7.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,5.714285714285713969e-01
5.714285714285713969e-01,5.714285714285713969e-01,5.714285714285713969e-01,4.615384615384615641e-01,4.615384615384615641e-01,5.714285714285713969e-01,7.500000000000000000e-01,7.500000000000000000e-01,0.000000000000000000e+00,4.615384615384615641e-01
6.666666666666667407e-01,4.615384615384615641e-01,4.615384615384615641e-01,4.615384615384615641e-01,5.714285714285713969e-01,4.615384615384615641e-01,6.666666666666667407e-01,5.714285714285713969e-01,4.615384615384615641e-01,0.000000000000000000e+00
