0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-50125.42003880923,-44335.475143726755,-52346.07145325132,-73124.0721102863,-38774.03629141461,-70915.89473038464,-81794.75164011246,-76829.02584493041,-8080.808080808056,-46189.1242629395,-92141.95183776933,-72502.65205091938,-93148.94218536494,-96373.53893738864,-74130.60475235409,-79920.08892360382,-89929.29292929293,-69979.16272021216,-71554.00461529804,-89019.25016928541,-59729.63358235505,-29637.526652452012,-63952.388067134816,-81370.42862760519,-31359.09800991646,-70600.84795917377,-66786.32478632478,-43567.01030927834,-26443.335709194595,-65525.38370720188
-76884.85020587817,22894.825836996926,-78619.3075806786,-89158.00636267231,-48361.46971201588,-81393.77952272867,-100000.0,-100000.0,-31111.111111111095,-53570.64861323434,-69147.20260727865,13454.73833097596,-73038.68444611978,-91666.76005513656,-32848.35299316724,-86499.23393516989,-100000.0,-100000.0,-37642.82096020713,-83215.17902795627,-81785.8413376023,18443.496801705798,-83973.30544349818,-92852.92961069602,-50920.328737349744,-91405.92407175637,-100000.0,-100000.0,-56759.325255405085,-80781.84441820806
-4690.2361682994815,-36624.957727426474,-3793.7944855227543,-36246.02332979851,10986.729258824605,-15453.039690816513,-10496.71977507029,8349.900596421474,8181.818181818206,-41952.39135182352,-86644.93934455913,-85908.76944837341,-86844.46119775715,-90594.6604208458,-74035.42169493831,-73220.77687986301,-84570.70707070707,-47565.82686114794,-89058.36663477233,-90041.87222751959,-17040.19921736038,-31396.58848614068,-17236.91418895361,-50658.67086118758,34660.0556951708,-28959.649173870435,-14222.222222222219,74776.63230240555,-26633.40460917083,-53338.58061130789
38473.18850868475,-14981.400067636132,39050.514822748955,7189.819724284214,15681.14110318682,16140.114103429238,31677.600749765727,55268.389662027854,11313.131313131336,-29678.969207250513,-62868.00651819664,-75216.58415841583,-67949.86571172785,-72286.78478440338,-76190.63806642419,-47414.90672034128,-76171.71717171717,-51202.87933320704,-64631.05757865706,-78350.81464284234,30202.77481323373,-10874.200426439202,21111.60914388168,-6812.819504522224,7355.837804795185,5637.861280088473,20564.102564102563,66460.48109965638,7531.480161558546,-40102.321920503746
-12357.423446448025,-38721.677375718646,-10151.337157072761,-43872.74655355248,-2554.8433691432583,-1343.4758603766677,-8716.026241799438,-10019.88071570576,-17575.75757575757,-26272.11181480676,-87267.78924497556,-75375.7072135785,-83913.67855628328,-92047.78501227126,-80623.44902607336,-51095.022080692164,-80444.44444444444,-54195.87043000568,-83120.39173749086,-77984.60539225847,-24439.701173959445,-30330.49040511725,-23810.946760296807,-58425.088478175385,-11254.499762276711,-13979.68390720959,-14085.470085470079,19037.800687285227,-42741.74388215729,-32756.13275613275
-60442.99304273748,-20865.74230639162,-62462.8567479787,-79910.92258748674,-11221.449851042678,-75216.24440218392,-95803.65510777882,-89304.17495029821,-43939.39393939392,-49858.047608648194,-87325.7287705957,-41752.12164073551,-88587.85280120625,-95447.12531611997,-64680.28690893022,-89199.98798329679,-96478.78787878787,-76666.03523394582,-46366.85990881974,-91948.9241739563,-68480.96762717896,-9914.712153518078,-71263.50913890133,-86590.64097522611,-22529.375806561176,-83795.63601789057,-93876.92307692308,-70405.49828178695,-32953.19553338087,-78761.64239800604
-34980.35874863932,-63003.04362529592,-37530.232879552204,-62341.46341463414,-23210.2554843369,-64726.09042390038,-79011.24648547328,-63111.33200795229,6060.606060606078,-62568.24634199607,-90121.31088176716,-75278.46534653465,-89888.3286999953,-95290.23268671158,-82853.45208552878,-80235.52738306246,-92641.41414141413,-60484.94032960788,-79180.50318005291,-95175.71134419524,-49839.91462113128,-48187.633262260104,-52228.69664823945,-76169.87809673614,-35706.03817156833,-71842.71036470006,-75111.11111111111,-31319.587628865964,-33951.05725825613,-81529.58152958153
-84504.70916749492,-85931.68752113631,-85419.11409024945,-93128.31389183456,-18949.17396406969,-79547.26703883198,-90342.08059981256,-92247.51491053677,-37070.70707070705,-4302.249399432156,-96784.35632808256,-90302.33380480905,-97276.53960326062,-99432.1981030934,-42910.56191997827,-87535.67458767687,-89994.9494949495,-78245.87990149649,-63364.66482805202,-86918.7291848044,-88779.79366773392,-81982.9424307036,-90547.33801484137,-95590.83759339363,38735.3120967194,-81253.69890657895,-80034.18803418803,-69628.86597938144,-21358.992634830123,-53797.71743408106
-37725.40110748261,-71660.46668921204,-38083.062677078284,-64555.67338282078,-5263.157894736825,-38764.49297589106,-63167.76007497657,-55755.46719681908,-8888.888888888847,-42913.29984712816,-89469.49121854064,-93904.70297029702,-88182.63205013429,-94685.07540185058,-71866.6077438216,-68624.38789917986,-87151.51515151515,-68327.33472248532,-70343.89598694208,-86020.4800795987,-49839.91462113128,-72761.19402985073,-49509.43772100205,-75353.91270153361,-9760.239081708918,-52943.11688059687,-55948.71794871795,-37525.77319587628,-28724.162508909503,-64935.06493506493
-66027.73439348763,-41765.30267162666,-68170.82440743556,-83253.44644750794,-48018.41653877401,-84516.2873443347,-90660.73102155577,-88956.26242544732,32525.252525252523,-66280.84734658222,-94908.56418613072,-3562.5884016973287,-95099.65603354851,-97639.88658904217,-38763.30013257642,-83389.91197764894,-89934.34343434343,-57908.69482856602,-73861.65362751167,-75144.75629810814,-78584.13376022769,-39818.76332622599,-81134.51865132726,-91098.11246559182,-63635.128710181365,-92601.21663707541,-93186.32478632478,-84728.52233676976,-46115.466856735584,-83838.38383838383
-56846.04098632213,-93168.75211362868,-58620.689655172406,-77467.65641569458,-39803.19581114018,-75271.45573891173,-93594.1893158388,-91146.12326043738,-21919.191919191915,-51779.864599257475,-98573.2391816042,-100000.0,-96701.69156104227,-99015.3119735225,-83608.11775503961,-83254.72406645237,-94934.34343434343,-82318.62095093768,-64996.9043732763,-92695.16189212719,-68623.26574172893,-95469.08315565031,-69301.2600229095,-86108.92646480535,-48339.33301636897,-73744.31217316218,-85770.94017094017,-67594.50171821305,-13281.064385839854,-74681.88377279286
-68962.09001845805,-66181.94115657761,-69027.71059360098,-84890.77412513255,-16601.968041888555,-55702.10416538863,-83219.30646672915,-79751.49105367794,-42121.2121212121,-12251.583315134281,-83595.87180879957,-5021.216407355023,-84573.34024407482,-95320.11699707508,6380.664241764956,-33220.17604470214,-86813.1313131313,-50899.791627202125,-18759.497945629555,-59487.583433522654,-79011.02810387763,-60234.54157782513,-79600.57771801384,-91550.33425088479,-11933.709162534826,-73550.2711722987,-87757.26495726495,-72000.0,-58707.53148016156,-60855.30630985176
-52491.83586539827,25262.089956036507,-54419.18319397415,-74634.1463414634,-42692.06463844,-72320.71652045887,-80998.12558575445,-80666.00397614314,-43939.39393939392,-51605.15396374755,-94227.77476009415,-40558.69872701555,-92847.38255666023,-97363.45671817975,-61784.002447564344,-64493.646168173764,-85146.46464646465,-65273.726084485694,-73073.67591602409,-76457.58191340878,-63287.0864461046,37846.48187633269,-65476.3683450371,-83361.18757373182,-32581.674930381036,-69281.36915330209,-69042.73504273505,-51092.783505154635,-58089.807555238775,-64712.05562114653
-29395.617397889175,-63003.04362529592,-30647.50190035242,-57870.62566277836,-15013.090186873684,-49254.6469541746,-60229.61574507966,-45009.94035785288,-32929.29292929292,-52609.74011792964,-90650.00905305088,-83239.03818953324,-87155.44456485889,-94621.57124232814,-72852.43226705647,-68879.74284255115,-84272.72727272726,-43436.25686683084,-81263.0157032701,-88715.22739521578,-43649.94663820705,-58262.26012793173,-42038.94616265751,-71406.80298859614,-17910.751884806115,-52225.16517740198,-46957.26495726495,9896.907216494845,-46495.604656688054,-71415.45323363505
-74490.03738937006,-76800.81163341225,-71902.42554073663,-89056.20360551431,31569.91965333576,23317.587878044287,-44329.89690721649,-30039.761431411534,707.0707070707285,100000.0,-88202.06409560022,-54481.966053748234,-90293.54945106724,-95940.21643711781,36363.327327735635,-29960.645296962786,-73792.9292929293,-45065.35328660731,-48111.66769854225,-26860.412089051024,-81003.20170757739,-67910.44776119401,-81014.99078639374,-92975.8159653952,75820.1453508116,-34218.160297270806,-50205.1282051282,-26116.838487972505,-39035.40033262057,6729.634002361272
-24852.099010838196,-64693.946567467035,-27219.957155690674,-53900.318133616114,-48812.85546628147,-59444.205876940076,-74044.04873477039,-67982.1073558648,-36666.66666666666,-70604.93557545316,-90360.31142495021,-96764.49787835925,-89926.02365358338,-93833.37255649069,-89407.48546758678,-76795.74608706102,-88333.33333333333,-68179.57946580791,-89874.48640738448,-89744.75906195155,-34187.12202063324,-66950.9594882729,-38652.32332287464,-64539.91348800629,-52007.0637777627,-51138.53557256648,-46136.75213675214,-21168.384879725083,-46638.15633167024,-63675.71822117276
11969.331250887393,-30537.707135610428,6571.7642180913535,-18685.047720042407,-33917.12557551681,-75792.89614134103,-62417.99437675726,-41918.48906560636,-50505.05050505049,-100000.0,-84298.3885569437,-79322.84299858558,-84865.47613438251,-88816.54395421724,-60172.6892613115,-86649.44272538829,-86752.52525252526,-44572.83576434931,-67867.39460798108,-94602.21383856391,-14407.68409818571,-34541.57782515988,-21719.209123960347,-48348.4073928431,-27827.20912857438,-82786.62281340046,-62222.22222222222,-11065.292096219928,-52387.74055595155,-96943.46057982423
-57887.26395002131,-61582.68515387217,-59546.6795660286,-78256.62778366913,-20989.43757335015,-69627.63020673578,-83584.81724461105,-71421.47117296222,-31919.191919191915,-62044.11443546627,-95335.86818757921,-71994.34229137198,-96362.43697874947,-97807.98583483689,-76748.13883128803,-80535.94496349926,-92757.57575757576,-67410.49441182041,-79940.33883041595,-95210.25938670315,-68765.56385627891,-46695.095948827264,-70596.14522635587,-86394.02280770743,-35026.82877131022,-73317.42197126252,-76085.4700854701,-41745.70446735394,-47208.36303159896,-83457.9561852289
-68678.12011926738,21068.650659452134,-69760.21007532305,-84907.74125132555,-31985.194547260064,-64910.12821299308,-71888.47235238987,-72783.30019880715,-46161.61616161614,-50600.5678095654,-92149.19427847184,-16955.44554455446,-93591.85789002497,-97139.32439045346,-29720.90967807731,-62285.57695196324,-75737.37373737374,-34798.257245690475,-70315.75392581752,-72063.07090640244,-79295.6243329776,22014.92537313435,-80915.3842322825,-91525.75697994494,-8673.504041295964,-72114.36776590893,-65811.96581196581,-37271.47766323023,-68591.11427892612,-63544.53627180899
-29300.960764825606,-28914.44031112615,-29928.823163568522,-57650.05302226934,-16782.522343594814,-37905.649960125156,-44704.77975632615,-40556.66003976143,-10101.010101010092,-35793.84145009832,-92924.13543364115,-87150.81329561527,-93507.04424445178,-95286.49714791613,-84152.02094027263,-79394.3581578394,-89898.9898989899,-72331.8810380754,-79349.35554680025,-92529.33128808922,-26004.980434009267,-3518.1236673773674,-32775.536630310264,-57786.07943373968,14147.931807376182,-26592.348963335942,-15094.017094017094,26323.02405498283,51484.913281064364,-39315.23022432113
